"scientific","family","rec_gbif"
"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae",1
"Beilschmiedia brasiliensis (Kosterm.) Kosterm.","Lauraceae",1
"Malanea sipapoensis Steyerm.","Rubiaceae",1
"Malanea hypoleuca Steyerm.","Rubiaceae",1
"Malanea gabrielensis Müll.Arg.","Rubiaceae",1
"Hylocereus Britton & Rose","Cactaceae",1
"Xyris paraensis Poepp. ex Kunth","Xyridaceae",1
"Malanea duckei Standl.","Rubiaceae",1
"Begonia fischeri Schrank","Begoniaceae",1
"Sloanea kuhlmannii Ducke","Elaeocarpaceae",1
"Becquerelia tuberculata (Boeckeler) H.Pfeiff.","Cyperaceae",1
"Abolboda macrostachya Spruce ex Malme","Xyridaceae",1
"Hyptis laciniata Benth.","Lamiaceae",1
"Sloanea laurifolia (Benth.) Benth.","Elaeocarpaceae",1
"Erythrodes Blume","Orchidaceae",1
"Jacaranda copaia var. spectabilis (Mart. ex A.DC.) Bureau ex Bureau & K.Schum.","Bignoniaceae",1
"Sloanea macrophylla Spruce ex Benth.","Elaeocarpaceae",1
"Erythroxylaceae","Erythroxylaceae",1
"Geissanthus ambigua (C.Mart.) G.Agostini","Primulaceae",1
"Geissanthus Hook.fil.","Primulaceae",1
"Bazzania phyllobola Spruce","Lepidoziaceae",1
"Gentianales",NULL,1
"Aegiphila martinicensis Jacq.","Lamiaceae",1
"Ixora chinensis Lam.","Rubiaceae",1
"Ixora casei Hance","Rubiaceae",1
"Sloanea spathulata C.E.Sm.","Elaeocarpaceae",1
"Bazzania gracilis (Hampe & Gottsche) Steph.","Lepidoziaceae",1
"Ixora acuminatissima Müll.Arg.","Rubiaceae",1
"Sloanea terniflora (Moc. & Sessé ex DC.) Standl.","Elaeocarpaceae",1
"Bazzania falcata (Lindenb.) Trevis.","Lepidoziaceae",1
"Sloanea zuliaensis Pittier","Elaeocarpaceae",1
"Mahurea tomentosa Ducke","Calophyllaceae",1
"Smilax febrifuga Kunth","Smilacaceae",1
"Xyris terrestris Idrobo & L.B.Sm.","Xyridaceae",1
"Mahurea exstipulata subsp. duckei (Huber) Kubitzki","Calophyllaceae",1
"Vantanea parviflora Lam.","Humiriaceae",1
"Smilax ruiziana Kunth","Smilacaceae",1
"Smilax saulensis J.D.Mitch.","Smilacaceae",1
"Hymenaea courbaril L.","Fabaceae",1
"Erythroxylum amplum Benth.","Erythroxylaceae",1
"Magnolia rimachii (Lozano) Govaerts","Magnoliaceae",1
"Xyris trachysperma Kral & Duiv.","Xyridaceae",1
"Bazzania chimborazensis Spruce","Lepidoziaceae",1
"Bazzania breuteliana Trevis.","Lepidoziaceae",1
"Bauhinia tarapotensis Benth.","Fabaceae",1
"Bauhinia outimouta Aubl.","Fabaceae",1
"Geonoma aspidiifolia Spruce","Arecaceae",1
"Solanum anisophyllum Van Heurck & Müll.Arg.","Solanaceae",1
"Gouania Jacq.","Rhamnaceae",1
"Magnolia neillii (Lozano) Govaerts","Magnoliaceae",1
"Solanum arboreum Humb. & Bonpl. ex Dunal","Solanaceae",1
"Erythroxylum fimbriatum Peyr.","Erythroxylaceae",1
"Bauhinia guianensis var. guianensis","Fabaceae",1
"Solanum calidum Bohs","Solanaceae",1
"Hymenaea intermedia var. intermedia","Fabaceae",1
"Solanum endopogon (Bitter) Bohs","Solanaceae",1
"Solanum grandiflorum Ruiz & Pav.","Solanaceae",1
"Hyptis lacustris A.St.-Hil. ex Benth.","Lamiaceae",1
"Macroptilium lathyroides (L.) Urb.","Fabaceae",1
"Macroptilium atropurpureum (DC.) Urb.","Fabaceae",1
"Bauhinia corniculata Benth.","Fabaceae",1
"Solanum lanceifolium Jacq.","Solanaceae",1
"Macropsychanthus huberi (Ducke) L.P.Queiroz & Snak","Fabaceae",1
"Bauhinia brachycalyx Ducke","Fabaceae",1
"Isopterygium tenerum Mitten, 1869","Hypnaceae",1
"Erythroxylum macrophyllum var. macrophyllum","Erythroxylaceae",1
"Solanum mammosum L.","Solanaceae",1
"Solanum mite Ruiz & Pav.","Solanaceae",1
"Solanum monachophyllum Humb. & Bonpl. ex Dunal","Solanaceae",1
"Isopterygium Mitten, 1869","Hypnaceae",1
"Geonoma brongniartii subsp. brongniartii","Arecaceae",1
"Solanum nigrescens M.Martens & Galeotti","Solanaceae",1
"Aegiphila glandulifera Moldenke","Lamiaceae",1
"Geonoma densiflora Spruce","Arecaceae",1
"Bauhinia arborea Wunderlin","Fabaceae",1
"Bauhinia accrescens Killip & J.F.Macbr.","Fabaceae",1
"Bathysa bracteosa (Wedd.) Delprete","Rubiaceae",1
"Eschweilera integricalyx S.A.Mori","Lecythidaceae",1
"Solanum pensile Sendtn.","Solanaceae",1
"Solanum pycnanthemum Mart.","Solanaceae",1
"Vataireopsis surinamensis H.C.Lima","Fabaceae",1
"Solanum schlechtendalianum Walp.","Solanaceae",1
"Solanum sessile Ruiz & Pav.","Solanaceae",1
"Eschweilera micrantha (O.Berg) Miers","Lecythidaceae",1
"Solanum sessiliflorum var. sessiliflorum","Solanaceae",1
"Solanum sieberi Van Heurck & Müll.Arg.","Solanaceae",1
"Solanum stellatiglandulosum Bitter","Solanaceae",1
"Eschweilera tenuifolia (O.Berg) Miers","Lecythidaceae",1
"Macrolobium anomalum R.S.Cowan","Fabaceae",1
"Solanum tuberosum L.","Solanaceae",1
"Aegiphila filipes Mart. & Schauer","Lamiaceae",1
"Solanum vanheurckii Müll.Arg.","Solanaceae",1
"Geonoma deversa subsp. deversa","Arecaceae",1
"Solanum yanamonense S.Knapp","Solanaceae",1
"Solenostemon Thonn.","Lamiaceae",1
"Banisteriopsis erianthera (A.Juss.) B.Gates","Malpighiaceae",1
"Sommera Schltdl.","Rubiaceae",1
"Sorghum Moench","Poaceae",1
"Soridium spruceanum Miers","Triuridaceae",1
"Verbascum thapsus L.","Scrophulariaceae",1
"Sorocea duckei W.C.Burger","Moraceae",1
"Verbena L.","Verbenaceae",1
"Banara guianensis Aubl.","Salicaceae",1
"Abolboda Bonpl.","Xyridaceae",1
"Verbena litoralis Kunth","Verbenaceae",1
"Aegiphila fendleri Moldenke","Lamiaceae",1
"Sorocea muriculata subsp. uaupensis (Baill.) C.C.Berg","Moraceae",1
"Sorocea opima J.F.Macbr.","Moraceae",1
"Bambusa tessmannii (Pilg.) McClure","Poaceae",1
"Euceraea Mart.","Salicaceae",1
"Gouania lupuloides (L.) Urb.","Rhamnaceae",1
"Bactris sphaerocarpa Trail","Arecaceae",1
"Macrocnemum dissimiliflorum (Mutis ex Humb.) Triana","Rubiaceae",1
"Macroclinium norae (Garay) Dodson","Orchidaceae",1
"Macradenia R.Br.","Orchidaceae",1
"Ischnosiphon ursinus L.Andersson","Marantaceae",1
"Aegiphila elegans Moldenke","Lamiaceae",1
"Eugenia chrysophylla O.Berg, 1859","Myrtaceae",1
"Vesicularia vesicularis var. rutilans (Brid.) W.R.Buck","Hypnaceae",1
"Bactris elegans Schaedtler","Arecaceae",1
"Machaerium paraense Ducke","Fabaceae",1
"Sparattanthelium glabrum Rusby","Hernandiaceae",1
"Sparattanthelium Mart.","Hernandiaceae",1
"Spathicalyx duckei (A.Samp.) A.H.Gentry","Bignoniaceae",1
"Bactris concinna var. inundata Spruce","Arecaceae",1
"Machaerium macrophyllum var. macrophyllum","Fabaceae",1
"Victoria amazonica (Poepp.) Klotzsch","Nymphaeaceae",1
"Bactris campestris Poepp. ex Mart.","Arecaceae",1
"Hymenaea oblongifolia var. oblongifolia","Fabaceae",1
"Eugenia cowanii McVaugh","Myrtaceae",1
"Spathiphyllum tenerum Engl.","Araceae",1
"Spathodea campanulata Beauverd","Bignoniaceae",1
"Spathoglottis plicata Blume","Orchidaceae",1
"Inga alata Benoist","Fabaceae",1
"Specklinia Lindl.","Orchidaceae",1
"Eugenia eurycheila O.Berg","Myrtaceae",1
"Eugenia gomesiana O.Berg","Myrtaceae",1
"Spermacoce mauritiana Gideon","Rubiaceae",1
"Spermacoce ocymifolia Willd. ex Roem. & Schult.","Rubiaceae",1
"Spermacoce remota Lam.","Rubiaceae",1
"Sphaeropteris Bernh.","Cyatheaceae",1
"Sphaeropteris macrosora (Baker) Windisch","Cyatheaceae",1
"Hyptis obtusiflora C.Presl ex Benth.","Lamiaceae",1
"Bactris acanthocarpa var. trailiana (Barb.Rodr.) A.J.Hend.","Arecaceae",1
"Machaerium humboldtianum Vogel","Fabaceae",1
"Spigelia anthelmia L.","Loganiaceae",1
"Spigelia hamelioides Kunth & Bonpl.","Loganiaceae",1
"Spigelia scabra Cham. & Schltdl.","Loganiaceae",1
"Machaerium goudotii Benth.","Fabaceae",1
"Spilanthes Jacq.","Asteraceae",1
"Vismia baccifera subsp. baccifera","Hypericaceae",1
"Spirodela intermedia W.Koch","Araceae",1
"Ischnosiphon smaragdinum Eichler","Marantaceae",1
"Machaerium bracteatum Benth.","Fabaceae",1
"Bactris acanthocarpa var. humilis (Wallace) A.J.Hend.","Arecaceae",1
"Heliconia apparicioi Barreiros","Heliconiaceae",1
"Bacopa laxiflora (Benth.) Wettst. ex Edwall","Plantaginaceae",1
"Heliconia acuminata subsp. psittacorastra L.Andersson","Heliconiaceae",1
"Geonoma multiflora Mart.","Arecaceae",1
"Heliconia ×rauliniana Barreiros","Heliconiaceae",1
"Abolboda acicularis var. granularis Maguire","Xyridaceae",1
"Baccharis tricuneata (L.fil.) Pers.","Asteraceae",1
"Stachyococcus adinanthus (Standl.) Standl.","Rubiaceae",1
"Helianthostylis steyermarkii C.C.Berg","Moraceae",1
"Stachytarpheta cayennensis (Rich.) Vahl","Verbenaceae",1
"Stachytarpheta straminea Moldenke","Verbenaceae",1
"Stachytarpheta Vahl","Verbenaceae",1
"Ischnosiphon lasiocoleus K.Schum. ex Loes.","Marantaceae",1
"Stanhopea candida Barb.Rodr.","Orchidaceae",1
"Stanhopea J.Frost ex Hook.","Orchidaceae",1
"Machaerium acutifolium Vogel","Fabaceae",1
"Ayenia L.","Malvaceae",1
"Steirosanchezia scandens Lindau","Acanthaceae",1
"Stelis Sw.","Orchidaceae",1
"Macairea schultesii Wurdack","Melastomataceae",1
"Macairea radula (Bonpl.) DC.","Melastomataceae",1
"Stenospermation ammiticum G.S.Bunting","Araceae",1
"Guatteria citriodora Ducke","Annonaceae",1
"Stenospermation multiovulatum (Engl.) N.E.Br.","Araceae",1
"Macairea DC.","Melastomataceae",1
"Heliotropium fruticosum L.","Heliotropiaceae",1
"Stephanopodium Poepp. & Endl.","Dichapetalaceae",1
"Mabea trianae Pax","Euphorbiaceae",1
"Mabea standleyi Steyerm.","Euphorbiaceae",1
"Eugenia inundata DC.","Myrtaceae",1
"Sterculia apetala var. elata (Ducke) E.L.Taylor ex Brako & Zarucchi","Malvaceae",1
"Geonoma orbignyana Mart.","Arecaceae",1
"Axonopus casiquiarensis Davidse","Poaceae",1
"Sterculia guapayensis Cuatrec.","Malvaceae",1
"Mabea speciosa subsp. speciosa","Euphorbiaceae",1
"Zygia foreroi (C.Barbosa) L.Rico","Fabaceae",1
"Attalea septuagenata Dugand","Arecaceae",1
"Sterculia parviflora Roxb.","Malvaceae",1
"Sterculia pendula Ducke","Malvaceae",1
"Eugenia macrocalyx (Rusby) McVaugh","Myrtaceae",1
"Attalea cephalotus Poepp. ex Mart.","Arecaceae",1
"Astronium graveolens Jacq.","Anacardiaceae",1
"Hellenia speciosa (J.Koenig) S.R.Dutta","Costaceae",1
"Geonoma tamandua Trail","Arecaceae",1
"Heisteria densifrons Engl.","Erythropalaceae",1
"Helosis Rich.","Balanophoraceae",1
"Astrocaryum macrocalyx Burret","Arecaceae",1
"Sterigmapetalum colombianum Monach.","Rhizophoraceae",1
"Inga graciliflora Benth.","Fabaceae",1
"Mabea montana Müll.Arg.","Euphorbiaceae",1
"Geonoma undata Klotzsch","Arecaceae",1
"Steriphoma Spreng.","Capparaceae",1
"Mabea maynensis Spruce","Euphorbiaceae",1
"Mabea caudata Pax & K.Hoffm.","Euphorbiaceae",1
"Stictolejeunea balfourii (Mitt.) E.W.Jones","Lejeuneaceae",1
"Eugenia oblongata O.Berg","Myrtaceae",1
"Stigmaphyllon A.Juss.","Malpighiaceae",1
"Mabea arenicola Esser","Euphorbiaceae",1
"Stigmaphyllon dichotomum (L.) Griseb.","Malpighiaceae",1
"Henicodium geniculatum W.R.Buck, 1989","Pterobryaceae",1
"Stigmaphyllon lindenianum A.Juss.","Malpighiaceae",1
"Stigmaphyllon puberum (Rich.) A.Juss.","Malpighiaceae",1
"Asplundia brachyphylla Harling","Cyclanthaceae",1
"Stizophyllum inaequilaterum Bureau & K.Schum.","Bignoniaceae",1
"Adelonema Schott","Araceae",1
"Eugenia pseudopsidium Jacq.","Myrtaceae",1
"Asplenium pseudoangustum Stolze","Aspleniaceae",1
"Asplenium macilentum Kunze ex Klotzsch","Aspleniaceae",1
"Eugenia punicifolia (Kunth) DC.","Myrtaceae",1
"Streptocalyx tessmannii Harms","Bromeliaceae",1
"Geophila cordifolia var. cordifolia","Rubiaceae",1
"Adenocalymma aspericarpum (A.H.Gentry) L.G.Lohmann","Bignoniaceae",1
"Zanthoxylum djalma-batistae (Albuq.) Waterman","Rutaceae",1
"Struchium sparganophorum (L.) Kuntze","Asteraceae",1
"Asplenium haplophyllum Domin","Aspleniaceae",1
"Struthanthus orbicularis (Kunth) Blume","Loranthaceae",1
"Eugenia stipitata Mc Vaugh","Myrtaceae",1
"Strychnos asperula Sprague & Sandwith","Loganiaceae",1
"Strychnos barnhartiana Krukoff","Loganiaceae",1
"Geophila gracilis (Ruiz & Pav.) DC.","Rubiaceae",1
"Strychnos duckei Krukoff & Monach.","Loganiaceae",1
"Asplenium angustum Sw.","Aspleniaceae",1
"Aspidosperma oblongum A.DC.","Apocynaceae",1
"Strychnos glabra Sagot ex Progel","Loganiaceae",1
"Aspidosperma nitidum Benth. ex Müll.Arg.","Apocynaceae",1
"Lundia puberula Pittier","Bignoniaceae",1
"Lundia DC.","Bignoniaceae",1
"Eugenia tumulescens McVaugh","Myrtaceae",1
"Strychnos medeola Sagot ex Progel","Loganiaceae",1
"Aspidosperma marcgravianum Woodson","Apocynaceae",1
"Strychnos mitscherlichii var. pubescentior Sandwith","Loganiaceae",1
"Luffa Mill.","Cucurbitaceae",1
"Luffa cylindrica M.Roem.","Cucurbitaceae",1
"Eugenia uniflora L.","Myrtaceae",1
"Strychnos poeppigii Progel","Loganiaceae",1
"Strychnos ramentifera Ducke","Loganiaceae",1
"Eumachia albert-smithii (Standl.) Delprete & J.H.Kirkbr.","Rubiaceae",1
"Eumachia DC.","Rubiaceae",1
"Eumachia nana (K.Krause) Delprete & J.H.Kirkbr.","Rubiaceae",1
"Ludwigia sedoides (Humb. & Bonpl.) Hara","Onagraceae",1
"Ludwigia octovalvis (Jacq.) P.H.Raven","Onagraceae",1
"Hedychium coronarium J.Koenig","Zingiberaceae",1
"Euphorbia L.","Euphorbiaceae",1
"Henriettea mucronata (Gleason) S.S.Renner","Melastomataceae",1
"Grona adscendens (Sw.) H.Ohashi & K.Ohashi","Fabaceae",1
"Zanthoxylum nigrum Mart.","Rutaceae",1
"Stryphnodendron pulcherrimum (Willd.) Hochr.","Fabaceae",1
"Artemisia L.","Asteraceae",1
"Ludwigia erecta (L.) Hara","Onagraceae",1
"Hawkesiophyton Hunz.","Solanaceae",1
"Euphorbia tirucalli L.","Euphorbiaceae",1
"Stylogyne lasseri (Lundell) Pipoly","Primulaceae",1
"Arrabidaea triplinervia (Mart. ex DC.) Baill. ex Bureau","Bignoniaceae",1
"Henriettea sylvestris (Gleason) J.F.Macbr.","Melastomataceae",1
"Henriettella fascicularis (Sw.) C.Wright","Melastomataceae",1
"Stylosanthes guianensis (Aubl.) Sw.","Fabaceae",1
"Arrabidaea revillae A.H.Gentry","Bignoniaceae",1
"Lozania mutisiana Schult.","Lacistemataceae",1
"Styrax macrophyllus Schott","Styracaceae",1
"Lozania klugii (Mansf.) Mansf.","Lacistemataceae",1
"Styrax oblongus (Ruiz & Pav.) A.DC.","Styracaceae",1
"Lorostemon coelhoi Paula","Clusiaceae",1
"Arrabidaea prancei A.H.Gentry","Bignoniaceae",1
"Arrabidaea japurensis (A.DC.) Bureau & Schumann","Bignoniaceae",1
"Arrabidaea fanshawei Sandwith","Bignoniaceae",1
"Arrabidaea cinnamomea (A.DC.) Sandwith","Bignoniaceae",1
"Swartzia brachyrhachis var. colombiana R.S.Cowan","Fabaceae",1
"Iryanthera olacoides (A.C.Sm.) A.C.Sm.","Myristicaceae",1
"Swartzia calva R.S.Cowan","Fabaceae",1
"Euphronia Mart. & Zucc.","Euphroniaceae",1
"Arrabidaea bilabiata (Sprague) Sandwith","Bignoniaceae",1
"Geophila orbicularis var. orbicularis","Rubiaceae",1
"Herbertus Gray","Herbertaceae",1
"Swartzia emarginata (Ducke) Torke","Fabaceae",1
"Adenocalymma Mart.","Bignoniaceae",1
"Swartzia floribunda Spruce ex Benth.","Fabaceae",1
"Euplassa madeirae Sleumer","Proteaceae",1
"Aristolochia trilabiata Glaz.","Aristolochiaceae",1
"Swartzia grandifolia Bong. ex Benth.","Fabaceae",1
"Swartzia guianensis (Aubl.) Urb.","Fabaceae",1
"Aristolochia silvatica Barb.Rodr.","Aristolochiaceae",1
"Aristolochia pilosa Kunth","Aristolochiaceae",1
"Swartzia lamellata Ducke","Fabaceae",1
"Lophostoma calophylloides (Meisn.) Meisn.","Thymelaeaceae",1
"Aristolochia mishuyacensis O.C.Schmidt","Aristolochiaceae",1
"Herpetacanthus Nees","Acanthaceae",1
"Glicophyllum stylopterum (A.Juss.) R.F.Almeida","Malpighiaceae",1
"Glinus radiatus (Ruiz & Pav.) Rohrb.","Molluginaceae",1
"Aristolochia L.","Aristolochiaceae",1
"Guatteria cestrifolia Triana & Planch.","Annonaceae",1
"Guarea penningtoniana M.E.Morales","Meliaceae",1
"Lophocolea (Dumort.) Dumort.","Lophocoleaceae",1
"Lonchocarpus pterocarpus DC.","Fabaceae",1
"Aristolochia georgica R.E.Schult.","Aristolochiaceae",1
"Swartzia racemosa var. klugii R.S.Cowan","Fabaceae",1
"Havetiopsis flexilis (Benth.) Planch. & Triana","Clusiaceae",1
"Lonchocarpus pentaphyllus (Poir.) DC.","Fabaceae",1
"Heteropsis ecuadorensis Sodiro","Araceae",1
"Havetiopsis flavida (Benth.) Planch. & Triana","Clusiaceae",1
"Everardia montana subsp. montana","Cyperaceae",1
"Swartzia simplex var. simplex","Fabaceae",1
"Lonchocarpus heptaphyllus (Poir.) DC.","Fabaceae",1
"Swartzia tomentifera (Ducke) Ducke","Fabaceae",1
"Lobelia Plum. ex L.","Campanulaceae",1
"Haplolophium rodriguesii A.H.Gentry","Bignoniaceae",1
"Sweetia nitens (Vogel) Benth.","Fabaceae",1
"Gloeospermum falcatum Hekking","Violaceae",1
"Archytaea multiflora Benth.","Bonnetiaceae",1
"Lissocarpa kating B.Walln.","Ebenaceae",1
"Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson","Verbenaceae",1
"Exellodendron gracile (Kuhlm.) Prance","Chrysobalanaceae",1
"Lindsaea taeniata K.U.Kramer","Lindsaeaceae",1
"Syngonanthus nitens (Bong.) Ruhland","Eriocaulaceae",1
"Iryanthera coriacea Ducke","Myristicaceae",1
"Syngonanthus tenuis (Kunth) Ruhland","Eriocaulaceae",1
"Archilejeunea crispistipula (Spruce) Steph.","Lejeuneaceae",1
"Fabales",NULL,1
"Syngonanthus vaupesanus Moldenke","Eriocaulaceae",1
"Syngonium macrophyllum Engl.","Araceae",1
"Archilejeunea badia (Spruce) Steph.","Lejeuneaceae",1
"Lindsaea parkeri (Hook.) Kuhn","Lindsaeaceae",1
"Lindsaea meifolia (Kunth) Mett. ex Kuhn","Lindsaeaceae",1
"Syrrhopodon africanus subsp. graminicola (R.S.Williams) W.D.Reese","Calymperaceae",1
"Faramea berryi Steyerm.","Rubiaceae",1
"Irlbachia purpurascens (Aubl.) Maas","Gentianaceae",1
"Syrrhopodon fimbriatus Mitten, 1869","Calymperaceae",1
"Syrrhopodon gardneri Schwaegrichen, 1824","Calymperaceae",1
"Lindsaea klotzschiana Moritz","Lindsaeaceae",1
"Faramea calophylla Standl.","Rubiaceae",1
"Lindsaea elatior (Kunze) A.Rojas","Lindsaeaceae",1
"Syrrhopodon incompletus var. incompletus","Calymperaceae",1
"Faramea multiflora var. epedunculata Steyerm.","Rubiaceae",1
"Handroanthus Mattos","Bignoniaceae",1
"Faramea parvula Standl.","Rubiaceae",1
"Handroanthus incanus (A.H.Gentry) S.O.Grose","Bignoniaceae",1
"Arachniodes ochropteroides (Baker) Lellinger","Dryopteridaceae",1
"Lindernia microcalyx Pennell ex Stehlé","Linderniaceae",1
"Hymenophyllum angustum Bosch","Hymenophyllaceae",1
"Handroanthus impetiginosum (Mart. ex DC.) Mattos","Bignoniaceae",1
"Faramea tamberlikiana subsp. tamberlikiana","Rubiaceae",1
"Tabebuia capitata (Bureau & K.Schum.) Sandwith","Bignoniaceae",1
"Heteropterys acutifolia A.Juss.","Malpighiaceae",1
"Limnocharis Bonpl.","Alismataceae",1
"Heteropterys aureosericea Cuatrec.","Malpighiaceae",1
"Ligeophila stigmatoptera (Rchb.f.) Garay","Orchidaceae",1
"Ligeophila rosea (Lindl.) Garay","Orchidaceae",1
"Ligeophila juruensis (Hoehne) Garay","Orchidaceae",1
"Ligeophila clavigera (Rchb.f.) Garay","Orchidaceae",1
"Licaria triandra (Sw.) Kosterm.","Lauraceae",1
"Ichnanthus breviscrobs Döll","Poaceae",1
"Tabernaemontana cuspidata Rusby","Apocynaceae",1
"Irlbachia cardonae (Gleason) Maguire","Gentianaceae",1
"Heteropterys nervosa A.Juss.","Malpighiaceae",1
"Tabernaemontana flavicans Willd. ex Roem. & Schult.","Apocynaceae",1
"Tabernaemontana grandiflora Jacq.","Apocynaceae",1
"Irlbachia alata subsp. angustifolia (Kunth) Pers. & Maas","Gentianaceae",1
"Faramea uniflora Dwyer & M.V.Hayden","Rubiaceae",1
"Virola obovata Ducke","Myristicaceae",1
"Virola excisa D.Santam.","Myristicaceae",1
"Aphelandra monophthalma Leonard","Acanthaceae",1
"Iriartea setigera Mart.","Arecaceae",1
"Aphelandra kingii Wassh.","Acanthaceae",1
"Farringtonia fasciculata Gleason","Melastomataceae",1
"Ferdinandusa dissimiliflora (Mutis ex Humb.) Standl.","Rubiaceae",1
"Aphelandra aurantiaca var. stenophylla Standl.","Acanthaceae",1
"Ferdinandusa neblinensis Steyerm.","Rubiaceae",1
"Hampea Schltdl.","Malvaceae",1
"Apeiba glabra Aubl.","Malvaceae",1
"Ichnanthus P.Beauv.","Poaceae",1
"Licania tomentosa (Benth.) Fritsch","Chrysobalanaceae",1
"Hamelia patens Jacq.","Rubiaceae",1
"Licania subarachnophylla Cuatrec.","Chrysobalanaceae",1
"Licania prismatocarpa Spruce ex Hook.fil.","Chrysobalanaceae",1
"Ferdinandusa uaupensis Spruce ex K.Schum.","Rubiaceae",1
"Tachigali leiocalyx (Ducke) L.F.Gomes da Silva & H.C.Lima","Fabaceae",1
"Anthurium versicolor Sodiro","Araceae",1
"Tachigali macbridei Zarucchi & Herend.","Fabaceae",1
"Tachigali odoratissima (Spruce ex Benth.) Zarucchi & Herend.","Fabaceae",1
"Fevillea L.","Cucurbitaceae",1
"Tachigali paraensis (Huber) Barneby","Fabaceae",1
"Tachigali physophora (Huber) Zarucchi & Herend.","Fabaceae",1
"Tachigali plumbea Ducke","Fabaceae",1
"Anthurium thrinax Madison","Araceae",1
"Ficus americana subsp. greiffiana (Dugand) C.C.Berg","Moraceae",1
"Anthurium pranceanum Croat","Araceae",1
"Licania latifolia Benth.","Chrysobalanaceae",1
"Tachigali rigida Ducke","Fabaceae",1
"Hamelia axillaris Sw.","Rubiaceae",1
"Anthurium polydactylum Madison","Araceae",1
"Ctenardisia stenobotrys (Standl.) Lundell & Pipoly","Primulaceae",1
"Palicourea hospitalis Standl.","Rubiaceae",1
"Palicourea hypochlorina (C.M.Taylor) C.M.Taylor","Rubiaceae",1
"Palicourea guianensis f. glabra Steyerm.","Rubiaceae",1
"Croton spruceanus Benth.","Euphorbiaceae",1
"Vigna linearis (Kunth) Maréchal, Mascherpa & Stainier","Fabaceae",1
"Anthurium pentaphyllum var. pentaphyllum","Araceae",1
"Palicourea lancifera Standl. & L.O.Williams","Rubiaceae",1
"Cuatresia Hunz.","Solanaceae",1
"Anthurium pedatum (Kunth) Endl. ex Kunth","Araceae",1
"Cucurbita L.","Cucurbitaceae",1
"Croton potaroensis Lanj.","Euphorbiaceae",1
"Palicourea grandiceps C.M.Taylor","Rubiaceae",1
"Palicourea macrobotrys (Ruiz & Pav.) DC.","Rubiaceae",1
"Cucurbita moschata (Duchesne) Duchesne ex Poir.","Cucurbitaceae",1
"Croton lechleri Müll.Arg.","Euphorbiaceae",1
"Anthurium obtusilobum Schott","Araceae",1
"Palicourea nitidella (Müll.Arg.) Standl.","Rubiaceae",1
"Palicourea pachycalyx Standl.","Rubiaceae",1
"Palicourea pandensis (Standl.) C.M.Taylor","Rubiaceae",1
"Palicourea paniculata (L.f.) P.L.R.Moraes & C.M.Taylor","Rubiaceae",1
"Palicourea paraensis (Müll.Arg.) Standl.","Rubiaceae",1
"Cuervea (Benth. & Hook.fil.) Triana ex Miers","Celastraceae",1
"Croton ferrugineus Kunth","Euphorbiaceae",1
"Anthurium insigne Mast.","Araceae",1
"Palicourea didymocarpos (A.Rich. ex DC.) Griseb.","Rubiaceae",1
"Palicourea croceoides Ham.","Rubiaceae",1
"Hymenopus (Benth.) Sothers & Prance","Chrysobalanaceae",1
